"date","province","ccaa","new_cases","PCR","TestAc","activos","hospitalized","intensive_care","deceased","cases_accumulated","cases_accumulated_PCR","recovered","source_name","source","comments"
"2020-05-04","Gipuzkoa","País Vasco","","","","","113","","268","2787","","","Irekia","https://www.irekia.euskadi.eus/es/news/61616-actualizacion-datos-covid-euskadi",""
"2020-05-05","Gipuzkoa","País Vasco","","","","","101","","270","2821","","","Irekia","https://www.irekia.euskadi.eus/es/news/61632-actualizacion-datos-covid-euskadi",""
"2020-05-06","Gipuzkoa","País Vasco","","","","","90","","273","2852","","","Irekia","https://www.irekia.euskadi.eus/es/news/61645-actualizacion-datos-covid-euskadi",""
"2020-05-07","Gipuzkoa","País Vasco","","1","","","86","","275","2951","","","Irekia","https://www.irekia.euskadi.eus/es/news/61661-actualizacion-datos-covid-euskadi",""
"2020-05-08","Gipuzkoa","País Vasco","","9","","","77","","276","2987","","","Irekia","https://www.irekia.euskadi.eus/es/news/61667-gobierno-vasco-explica-las-medidas-que-adoptara-euskadi-partir-del-lunes-fase-desescalada",""
"2020-05-09","Gipuzkoa","País Vasco","","4","","","74","","277","3007","","","Irekia","https://www.irekia.euskadi.eus/es/news/61675-actualizacion-datos-covid-euskadi-mayo",""
"2020-05-10","Gipuzkoa","País Vasco","","0","","","74","","277","3010","","","Irekia","https://www.irekia.euskadi.eus/es/news/61683-actualizacion-datos-covid-euskadi",""
"2020-05-11","Gipuzkoa","País Vasco","","1","","","72","","278","3011","","","Irekia","https://www.irekia.euskadi.eus/es/news/61711-actualizacion-datos-covid-euskadi",""
"2020-05-12","Gipuzkoa","País Vasco","","4","","","66","","281","3111","","","Irekia","https://www.irekia.euskadi.eus/es/news/61723-actualizacion-datos-covid-euskadi",""
"2020-05-13","Gipuzkoa","País Vasco","","3","","","","","283","3166","","","Irekia","https://www.irekia.euskadi.eus/es/news/61749-actualizacion-datos-covid-euskadi",""
"2020-05-14","Gipuzkoa","País Vasco","","2","","","","","","","","","Irekia","https://www.irekia.euskadi.eus/es/news/61734-departamento-salud-pone-marcha-plan-vigilancia-control-para-fase-desescalada-que-contempla-una-prueba-pcr-todas-las-personas-con-sintomas-compatibles-con-covid",""
"2020-05-15","Gipuzkoa","País Vasco","","0","","","","","","","2307","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/61774-partir-del-lunes-ciudadania-podra-moverse-por-territorio-historico-que-tenga-fijada-residencia;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-05-16","Gipuzkoa","País Vasco","","5","","","","","","","2307","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/61777-actualizacion-datos-covid-euskadi-mayo;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-05-17","Gipuzkoa","País Vasco","","0","","","","","","","2312","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/61794-actualizacion-datos-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-05-18","Gipuzkoa","País Vasco","","0","","","","","","","2312","","Gobierno de Euskadi;Open Data Euskadi","https://www.euskadi.eus/contenidos/informacion/boletin_coronavirus/es_def/adjuntos/20_mayo_Boletin.pdf;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-05-19","Gipuzkoa","País Vasco","","1","","","","","","","2313","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/61813-actualizacion-datos-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-05-20","Gipuzkoa","País Vasco","","0","","","","","","","2313","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/61843-departamento-salud-osakidetza-han-hecho-mas-136-000-pruebas-deteccion-covid-colectivos-especificos;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-05-21","Gipuzkoa","País Vasco","","0","","","","","","","2313","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/61853-actualizacion-datos-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-05-22","Gipuzkoa","País Vasco","","0","","","","","","","2313","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/61851-euskadi-entrara-lunes-fase-dos-con-mayor-movilidad-por-territorio-historico;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-05-23","Gipuzkoa","País Vasco","","0","","","","","","","2313","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/61871-actualizacion-datos-covid-euskadi-mayo;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-05-24","Gipuzkoa","País Vasco","","0","","","","","","","2313","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/61880-actualizacion-datos-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-05-25","Gipuzkoa","País Vasco","","0","","","","","","","2313","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/61899-actualizacion-datos-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-05-26","Gipuzkoa","País Vasco","","0","","","","","","","2313","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/61914-actualizacion-datos-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-05-27","Gipuzkoa","País Vasco","","1","","","","","","","2314","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/61906-dia-mundial-sin-tabaco-actualizacion-datos-del-coronavirus-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-05-28","Gipuzkoa","País Vasco","","0","","","","","","","2314","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/61954-departamento-salud-insta-que-cumplan-los-criterios-recomenadaciones-para-uso-playas-pantanos-las-que-anade-uso-dinamico;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-05-29","Gipuzkoa","País Vasco","","0","","","","","","","2313","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/61961-osakidetza-recupera-practicamente-100-actividad-quirurgica-turno-manana-tras-paron-sufrido-por-coronavirus;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","según el excel de situación epidemiológica dice 2313, uno menos que el día anterior."
"2020-05-30","Gipuzkoa","País Vasco","","0","","","","","","","2313","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/61976-actualizacion-datos-covid-euskadi-mayo;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-05-31","Gipuzkoa","País Vasco","","0","","","","","","","2313","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/61964-gobierno-vasco-presenta-las-directrices-sanitarias-para-elecciones-parlamento-vasco-del-julio;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-01","Gipuzkoa","País Vasco","","0","","","","","","","2313","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/61993-gobierno-vasco-pide-que-toda-euskadi-avance-fase-acuerdo-plan-bizi-berri-liderado-por-lehendakari;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-02","Gipuzkoa","País Vasco","","0","","","","","","","2313","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62008-actualizacion-los-datos-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-03","Gipuzkoa","País Vasco","","0","","","","","","","2313","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62028-actualizacion-datos-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-04","Gipuzkoa","País Vasco","","0","","","","","","","2313","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62048-actualizacion-datos-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-05","Gipuzkoa","País Vasco","","0","","","","","","","2313","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62048-actualizacion-datos-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-06","Gipuzkoa","País Vasco","","0","","","","","","","2313","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62065-actualizacion-datos-covid-euskadi-junio;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-07","Gipuzkoa","País Vasco","","0","","","","","","","2263","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62069-hua-txagorritxu-detecta-nuevo-positivo-rastreo-contactos-realizado-tras-identificar-covid-dos-pacientes-profesional-sanitario;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-08","Gipuzkoa","País Vasco","","1","","","","","","","2264","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62097-actualizacion-datos-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-09","Gipuzkoa","País Vasco","","1","","","","","","","2265","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62113-departamento-salud-osakidetza-realizan-seguimiento-los-focos-detectados;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-10","Gipuzkoa","País Vasco","","0","","","","","","","2265","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62125-cribado-posibles-casos-confirma-covid19-pacientes-diagnosticados-clinicamente-euskadi-durante-pico-pandemia;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-11","Gipuzkoa","País Vasco","","0","","","","","","","2265","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62150-actualizacion-datos-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-12","Gipuzkoa","País Vasco","","9","","","","","","","2274","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62164-nekane-murga-llama-donar-sangre-para-mantener-las-reservas-euskadi-los-niveles-suficientes-actuales;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-13","Gipuzkoa","País Vasco","","2","","","","","","","2276","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62165-actualizacion-datos-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-14","Gipuzkoa","País Vasco","","1","","","","","","","2277","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62171-temporada-oficial-bano-euskadi-arranca-con-nuevas-medidas-preventivas-anticovid19;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-15","Gipuzkoa","País Vasco","","2","","","","","","","2279","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62189-desde-inicio-pandemia-hasta-hoy-han-realizado-pruebas-deteccion-poblacion-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-16","Gipuzkoa","País Vasco","","1","","","","","","","2280","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62206-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-17","Gipuzkoa","País Vasco","","1","","","","","","","2281","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62235-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-18","Gipuzkoa","País Vasco","","1","","","","","","","2282","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62252-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-19","Gipuzkoa","País Vasco","","4","","","","","","","2286","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62263-mas-500-personas-vulnerables-han-recibido-medicacion-domicilio-durante-pandemia-del-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-20","Gipuzkoa","País Vasco","","2","","","","","","","2288","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62269-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-21","Gipuzkoa","País Vasco","","1","","","","","","","2289","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62284-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-22","Gipuzkoa","País Vasco","","4","","","","","","","2293","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62309-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-23","Gipuzkoa","País Vasco","","1","","","","","","","2294","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62340-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-24","Gipuzkoa","País Vasco","","9","","","","","","","2303","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62334-osakidetza-extendido-las-pruebas-deteccion-covid19-nuevos-colectivos-especificos;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-25","Gipuzkoa","País Vasco","","2","","","","","","","2305","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62360-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-26","Gipuzkoa","País Vasco","","3","","","","","","","2308","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62336-osakidetza-recuerda-las-medidas-seguridad-que-han-adoptar-los-centros-salud-para-prevenir-transmision-del-covid;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-27","Gipuzkoa","País Vasco","","1","","","","","","","2309","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62380-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-28","Gipuzkoa","País Vasco","","3","","","","","","","2312","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62387-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-29","Gipuzkoa","País Vasco","","3","","","","","","","2315","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62363-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-06-30","Gipuzkoa","País Vasco","","5","","","","","","","2320","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62443-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-07-01","Gipuzkoa","País Vasco","","1","","","","","","","2320","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62435-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","no coincide el aumento de 1 caso de la nota de prensa con lo indicado en el acumulado"
"2020-07-02","Gipuzkoa","País Vasco","","3","","","","","","","2323","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62471-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-07-03","Gipuzkoa","País Vasco","","6","","","","","","","2329","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62434-actualizacion-datos-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-07-04","Gipuzkoa","País Vasco","","3","","","","","","","2332","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62490-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-07-05","Gipuzkoa","País Vasco","","4","","","","","","","2336","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62494-cerca-600-personas-tienen-cita-ordizia-beasain-para-realizarse-hoy-una-pcr-respondiendo-llamamiento-preventivo-osakidetza;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-07-06","Gipuzkoa","País Vasco","","15","","","","","","","2351","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62460-osakidetza-detecta-positivos-entre-las-707-pruebas-pcr-con-resultado-realizadas-ayer-ordizia;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-07-07","Gipuzkoa","País Vasco","","19","","","","","","","2366","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62561-departamento-salud-establece-uso-obligatorio-mascarilla-ordizia-cualquier-espacio-publico;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","se indica que hay 19 más pero en el acumulado solamente aparecen 15"
"2020-07-08","Gipuzkoa","País Vasco","","16","","","","","","","2379","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62566-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","los casos diarios son 16 pero en el acumulado suben 13"
"2020-07-09","Gipuzkoa","País Vasco","","18","","","","","","","2397","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62575-gobierno-vasco-realizara-una-intervencion-cooperacion-sanitaria-frente-covid-peru-colaboracion-con-medicos-sin-fronteras;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-07-10","Gipuzkoa","País Vasco","","17","","","","","","","2414","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62605-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-07-11","Gipuzkoa","País Vasco","","18","","","","","","","2432","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62606-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-07-12","Gipuzkoa","País Vasco","","8","","","","","","","2440","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62632-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-07-13","Gipuzkoa","País Vasco","","14","","","","","","","2454","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62647-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-07-14","Gipuzkoa","País Vasco","","41","","","","","","","2495","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62669-euskadi-decreta-uso-obligatorio-mascarilla-espacios-uso-publico;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-07-15","Gipuzkoa","País Vasco","","31","","","","","","","2511","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62683-departamento-salud-extiende-zarautz-tolosa-eibar-las-restricciones-hosteleria;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","En Gipuzkoa se indica en la hoja de cálculo (https://www.irekia.euskadi.eus/es/news/62683-departamento-salud-extiende-zarautz-tolosa-eibar-las-restricciones-hosteleria) un aumento en los casos de 2495 a 2511 (+16) pero en esta nota se indica que hay +31"
"2020-07-16","Gipuzkoa","País Vasco","","35","","","","","","","2546","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62704-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-07-17","Gipuzkoa","País Vasco","","63","","","","","","","2602","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62710-restringen-las-salidas-las-residencias-cierran-centros-dia-udalekus-provisionalmente;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","se calcula el total sumando los datos de casos diarios"
"2020-07-18","Gipuzkoa","País Vasco","","93","","","","","","","2695","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62713-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","se calcula el total sumando los datos de casos diarios"
"2020-07-19","Gipuzkoa","País Vasco","","63","","","","","","","2758","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62726-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","se calcula el total sumando los datos de casos diarios"
"2020-07-20","Gipuzkoa","País Vasco","","20","","","","","","","2778","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62753-datos-actualizados-covid-euskadii;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-07-21","Gipuzkoa","País Vasco","","37","","","","","","","2815","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62773-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-07-22","Gipuzkoa","País Vasco","","38","","","","","","","2853","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62770-departamento-salud-publica-orden-que-extiende-ermua-bergara-las-restricciones-hosteleria-que-dejaran-aplicarse-ordizia/;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-07-23","Gipuzkoa","País Vasco","","35","","","","","","","2888","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62798-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-07-24","Gipuzkoa","País Vasco","","40","","","","","","","2928","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62817-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","los casos PCR+ totales se calculan sumando la cifra diaria al día anterior"
"2020-07-25","Gipuzkoa","País Vasco","","46","","","","","","","2974","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62819-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","los casos PCR+ totales se calculan sumando la cifra diaria al día anterior"
"2020-07-26","Gipuzkoa","País Vasco","","24","","","","","","","2998","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62824-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","los casos PCR+ totales se calculan sumando la cifra diaria al día anterior"
"2020-07-27","Gipuzkoa","País Vasco","","35","","","","","","","3033","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62861-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-07-28","Gipuzkoa","País Vasco","","46","","","","","","","3079","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62874-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-07-29","Gipuzkoa","País Vasco","","33","","","","","","","3112","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62878-las-residencias-personas-mayores-podran-retomar-politica-visitas;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-07-30","Gipuzkoa","País Vasco","","49","","","","","","","3161","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62897-datos-actualizados-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx",""
"2020-07-31","Gipuzkoa","País Vasco","","41","","","","","","","3202","","Irekia;Open Data Euskadi","https://www.irekia.euskadi.eus/es/news/62905-datos-actualizados-del-covid-euskadi;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/situacion-epidemiologica.xlsx","2 casos en personas con residencia fuera de Euskadi no se incluyen para ese día"
